comp,H2_wtpercent,Enthalpy,Temp_C,P_atm,Phase,composition,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber
GdCo2,1.5,48,200,2,AB2,Gd1 Co2,27,64,37,39.33333333,16.44444444,27,27,58,31,47.66666667,13.77777778,58,58.933195,157.25,98.316805,91.70546333,43.69635778,58.933195,1586,1768,182,1707.333333,80.88888889,1768,3,9,6,7,2.666666667,9,4,6,2,4.666666667,0.888888889,4,126,196,70,149.3333333,31.11111111,126,1.2,1.88,0.68,1.653333333,0.302222222,1.88,2,2,0,2,0,2,0,0,0,0,0,0,1,7,6,5,2.666666667,7,0,7,7,2.333333333,3.111111111,0,9,10,1,9.333333333,0.444444444,9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,5,2.666666667,3,0,7,7,2.333333333,3.111111111,0,3,16,13,7.333333333,5.777777778,3,10.245,32.05,21.805,17.51333333,9.691111111,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.032314133,0.688209422,1.5484712,194,194,0,194,0,194
GdFe2,1.5,29,292,1,AB2,Gd1 Fe2,26,64,38,38.66666667,16.88888889,26,27,55,28,45.66666667,12.44444444,55,55.845,157.25,101.405,89.64666667,45.06888889,55.845,1586,1811,225,1736,100,1811,3,8,5,6.333333333,2.222222222,8,4,6,2,4.666666667,0.888888889,4,132,196,64,153.3333333,28.44444444,132,1.2,1.83,0.63,1.62,0.28,1.83,2,2,0,2,0,2,0,0,0,0,0,0,1,6,5,4.333333333,2.222222222,6,0,7,7,2.333333333,3.111111111,0,8,10,2,8.666666667,0.888888889,8,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,5.666666667,2.222222222,4,0,7,7,2.333333333,3.111111111,0,4,16,12,8,5.333333333,4,10.73,32.05,21.32,17.83666667,9.475555556,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,1.407108533,0.938072356,2.1106628,194,229,35,217.3333333,15.55555556,229
GdMn2,1.1,87.5,360,1,AB2,Gd1 Mn2,25,64,39,38,17.33333333,25,27,52,25,43.66666667,11.11111111,52,54.938045,157.25,102.311955,89.04203,45.47198,54.938045,1519,1586,67,1541.333333,29.77777778,1519,3,7,4,5.666666667,1.777777778,7,4,6,2,4.666666667,0.888888889,4,139,196,57,158,25.33333333,139,1.2,1.55,0.35,1.433333333,0.155555556,1.55,2,2,0,2,0,2,0,0,0,0,0,0,1,5,4,3.666666667,1.777777778,5,0,7,7,2.333333333,3.111111111,0,7,10,3,8,1.333333333,7,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,6.333333333,1.777777778,5,0,7,7,2.333333333,3.111111111,0,5,16,11,8.666666667,4.888888889,5,10.48758621,32.05,21.56241379,17.67505747,9.583295019,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000206747,0.000137831,0.000310121,194,217,23,209.3333333,10.22222222,217
GdNi2,1.5,90,300,1,AB2,Gd1 Ni2,28,64,36,40,16,28,27,61,34,49.66666667,15.11111111,61,58.6934,157.25,98.5566,91.5456,43.80293333,58.6934,1586,1728,142,1680.666667,63.11111111,1728,3,10,7,7.666666667,3.111111111,10,4,6,2,4.666666667,0.888888889,4,124,196,72,148,32,124,1.2,1.91,0.71,1.673333333,0.315555556,1.91,2,2,0,2,0,2,0,0,0,0,0,0,1,8,7,5.666666667,3.111111111,8,0,7,7,2.333333333,3.111111111,0,10,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,4.333333333,3.111111111,2,0,7,7,2.333333333,3.111111111,0,2,16,14,6.666666667,6.222222222,2,10.32,32.05,21.73,17.56333333,9.657777778,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.3969298,0.264619867,0.5953947,194,225,31,214.6666667,13.77777778,225
GdRh2,0.9,49,142,6,AB2,Gd1 Rh2,45,64,19,51.33333333,8.444444444,45,27,59,32,48.33333333,14.22222222,59,102.9055,157.25,54.3445,121.0203333,24.15311111,102.9055,1586,2237,651,2020,289.3333333,2237,3,9,6,7,2.666666667,9,5,6,1,5.333333333,0.444444444,5,142,196,54,160,24,142,1.2,2.28,1.08,1.92,0.48,2.28,1,2,1,1.333333333,0.444444444,1,0,0,0,0,0,0,1,8,7,5.666666667,3.111111111,8,0,7,7,2.333333333,3.111111111,0,9,10,1,9.333333333,0.444444444,9,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,2,9,7,4.333333333,3.111111111,2,0,7,7,2.333333333,3.111111111,0,3,16,13,7.333333333,5.777777778,3,13.64,32.05,18.41,19.77666667,8.182222222,13.64,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,214.6666667,13.77777778,225
GdRu2,1,60,225,3,AB2,Gd1 Ru2,44,64,20,50.66666667,8.888888889,44,27,56,29,46.33333333,12.88888889,56,101.07,157.25,56.18,119.7966667,24.96888889,101.07,1586,2607,1021,2266.666667,453.7777778,2607,3,8,5,6.333333333,2.222222222,8,5,6,1,5.333333333,0.444444444,5,146,196,50,162.6666667,22.22222222,146,1.2,2.2,1,1.866666667,0.444444444,2.2,1,2,1,1.333333333,0.444444444,1,0,0,0,0,0,0,1,7,6,5,2.666666667,7,0,7,7,2.333333333,3.111111111,0,8,10,2,8.666666667,0.888888889,8,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,3,9,6,5,2.666666667,3,0,7,7,2.333333333,3.111111111,0,4,16,12,8,5.333333333,4,13.51,32.05,18.54,19.69,8.24,13.51,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0,194,0,194
Ho.6Zr.4Co2,1000,30,27,0.06,AB2,Ho0.6 Zr0.4 Co2,27,67,40,36.73333333,12.97777778,27,33,58,25,51.13333333,9.155555556,58,58.933195,164.93032,105.997125,84.43806067,34.00648756,58.933195,1747,2128,381,1811.8,84.32,1768,3,9,6,7.133333333,2.488888889,9,4,6,2,4.533333333,0.711111111,4,126,192,66,145.7333333,26.31111111,126,1.23,1.88,0.65,1.676666667,0.271111111,1.88,2,2,0,2,0,2,0,0,0,0,0,0,0,7,7,4.933333333,2.755555556,7,0,11,11,2.2,3.52,0,4,13,9,9.133333333,1.546666667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.066666667,1.315555556,3,0,3,3,0.6,0.96,0,3,8,5,3.666666667,1.155555556,3,10.245,30.73333333,20.48833333,16.06933333,7.765777778,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.032314133,0.688209422,1.5484712,194,194,0,194,0,194
Ho.6Zr.4Co2,1,33,50,0.2,AB2,Ho0.6 Zr0.4 Co2,27,67,40,36.73333333,12.97777778,27,33,58,25,51.13333333,9.155555556,58,58.933195,164.93032,105.997125,84.43806067,34.00648756,58.933195,1747,2128,381,1811.8,84.32,1768,3,9,6,7.133333333,2.488888889,9,4,6,2,4.533333333,0.711111111,4,126,192,66,145.7333333,26.31111111,126,1.23,1.88,0.65,1.676666667,0.271111111,1.88,2,2,0,2,0,2,0,0,0,0,0,0,0,7,7,4.933333333,2.755555556,7,0,11,11,2.2,3.52,0,4,13,9,9.133333333,1.546666667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.066666667,1.315555556,3,0,3,3,0.6,0.96,0,3,8,5,3.666666667,1.155555556,3,10.245,30.73333333,20.48833333,16.06933333,7.765777778,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.032314133,0.688209422,1.5484712,194,194,0,194,0,194
Ho.6Zr.4Fe2,1000,18,0,1000,AB2,Ho0.6 Zr0.4 Fe2,26,67,41,36.06666667,13.42222222,26,33,55,22,49.13333333,7.822222222,55,55.845,164.93032,109.08532,82.379264,35.37901867,55.845,1747,2128,381,1840.466667,76.67555556,1811,3,8,5,6.466666667,2.044444444,8,4,6,2,4.533333333,0.711111111,4,132,192,60,149.7333333,23.64444444,132,1.23,1.83,0.6,1.643333333,0.248888889,1.83,2,2,0,2,0,2,0,0,0,0,0,0,0,6,6,4.266666667,2.311111111,6,0,11,11,2.2,3.52,0,4,13,9,8.466666667,1.813333333,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.733333333,1.493333333,4,0,3,3,0.6,0.96,0,3,8,5,4.333333333,0.977777778,4,10.73,30.73333333,20.00333333,16.39266667,7.550222222,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,1.407108533,0.938072356,2.1106628,194,229,35,217.3333333,15.55555556,229
Ho.8Zr.2Co2,1000,13,27,0.06,AB2,Ho0.8 Zr0.2 Co2,27,67,40,38.53333333,15.37777778,27,33,58,25,50.4,10.13333333,58,58.933195,164.93032,105.997125,89.35181533,40.55816044,58.933195,1747,2128,381,1786.4,45.54666667,1768,3,9,6,7.066666667,2.577777778,9,4,6,2,4.6,0.8,4,126,192,66,146.8666667,27.82222222,126,1.23,1.88,0.65,1.67,0.28,1.88,2,2,0,2,0,2,0,0,0,0,0,0,0,7,7,4.8,2.933333333,7,0,11,11,2.933333333,4.302222222,0,4,13,9,9.733333333,1.742222222,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.533333333,1.351111111,3,0,3,3,0.8,1.173333333,0,3,8,5,3.333333333,0.622222222,3,10.245,30.73333333,20.48833333,16.57188889,8.435851852,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.032314133,0.688209422,1.5484712,194,194,0,194,0,194
Ho.8Zr.2Co2,1.2,25,50,0.2,AB2,Ho0.8 Zr0.2 Co2,27,67,40,38.53333333,15.37777778,27,33,58,25,50.4,10.13333333,58,58.933195,164.93032,105.997125,89.35181533,40.55816044,58.933195,1747,2128,381,1786.4,45.54666667,1768,3,9,6,7.066666667,2.577777778,9,4,6,2,4.6,0.8,4,126,192,66,146.8666667,27.82222222,126,1.23,1.88,0.65,1.67,0.28,1.88,2,2,0,2,0,2,0,0,0,0,0,0,0,7,7,4.8,2.933333333,7,0,11,11,2.933333333,4.302222222,0,4,13,9,9.733333333,1.742222222,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.533333333,1.351111111,3,0,3,3,0.8,1.173333333,0,3,8,5,3.333333333,0.622222222,3,10.245,30.73333333,20.48833333,16.57188889,8.435851852,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.032314133,0.688209422,1.5484712,194,194,0,194,0,194
Ho.8Zr.2Fe2,1000,24,0,1000,AB2,Ho0.8 Zr0.2 Fe2,26,67,41,37.86666667,15.82222222,26,33,55,22,48.4,8.8,55,55.845,164.93032,109.08532,87.29301867,41.93069156,55.845,1747,2128,381,1815.066667,41.72444444,1811,3,8,5,6.4,2.133333333,8,4,6,2,4.6,0.8,4,132,192,60,150.8666667,25.15555556,132,1.23,1.83,0.6,1.636666667,0.257777778,1.83,2,2,0,2,0,2,0,0,0,0,0,0,0,6,6,4.133333333,2.488888889,6,0,11,11,2.933333333,4.302222222,0,4,13,9,9.066666667,2.097777778,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.2,1.706666667,4,0,3,3,0.8,1.173333333,0,3,8,5,4,0.533333333,4,10.73,30.73333333,20.00333333,16.89522222,8.220296296,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,1.407108533,0.938072356,2.1106628,194,229,35,217.3333333,15.55555556,229
LaNi2,1.9,79.5,0,1000,AB2,La1 Ni2,28,57,29,37.66666667,12.88888889,28,13,61,48,45,21.33333333,61,58.6934,138.90547,80.21207,85.43075667,35.64980889,58.6934,1193,1728,535,1549.666667,237.7777778,1728,3,10,7,7.666666667,3.111111111,10,4,6,2,4.666666667,0.888888889,4,124,207,83,151.6666667,36.88888889,124,1.1,1.91,0.81,1.64,0.36,1.91,2,2,0,2,0,2,0,0,0,0,0,0,1,8,7,5.666666667,3.111111111,8,0,0,0,0,0,0,3,10,7,7.666666667,3.111111111,10,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,4.333333333,3.111111111,2,0,0,0,0,0,0,2,9,7,4.333333333,3.111111111,2,10.32,36.8975,26.5775,19.17916667,11.81222222,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.3969298,0.264619867,0.5953947,194,225,31,214.6666667,13.77777778,225
LaRh2,1.4,44.3,244,2,AB2,La1 Rh2,45,57,12,49,5.333333333,45,13,59,46,43.66666667,20.44444444,59,102.9055,138.90547,35.99997,114.90549,15.99998667,102.9055,1193,2237,1044,1889,464,2237,3,9,6,7,2.666666667,9,5,6,1,5.333333333,0.444444444,5,142,207,65,163.6666667,28.88888889,142,1.1,2.28,1.18,1.886666667,0.524444444,2.28,1,2,1,1.333333333,0.444444444,1,0,0,0,0,0,0,1,8,7,5.666666667,3.111111111,8,0,0,0,0,0,0,3,9,6,7,2.666666667,9,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,2,9,7,4.333333333,3.111111111,2,0,0,0,0,0,0,3,9,6,5,2.666666667,3,13.64,36.8975,23.2575,21.3925,10.33666667,13.64,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,214.6666667,13.77777778,225
LiPd2,0.8,51,300,0.16,AB2,Li1 Pd2,3,46,43,31.66666667,19.11111111,46,1,62,61,41.66666667,27.11111111,62,6.941,106.42,99.479,73.26033333,44.21288889,106.42,453.69,1828.05,1374.36,1369.93,610.8266667,1828.05,1,10,9,7,4,10,2,5,3,4,1.333333333,5,128,139,11,135.3333333,4.888888889,139,0.98,2.2,1.22,1.793333333,0.542222222,2.2,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,0,10,10,6.666666667,4.444444444,10,0,0,0,0,0,0,1,10,9,7,4,10,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.333333333,0.444444444,0,14.41,16.59333333,2.183333333,15.13777778,0.97037037,14.41,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,226.3333333,1.777777778,225
MgYNi4,1.05,35.8,40,4,AB2,Mg1 Y1 Ni4,12,39,27,27.16666667,5.055555556,28,12,68,56,54,14,61,24.305,88.90585,64.60085,57.99740833,11.23080278,58.6934,923,1799,876,1605.666667,227.5555556,1728,2,10,8,7.5,3.333333333,10,3,5,2,4,0.333333333,4,124,190,66,137.8333333,18.44444444,124,1.22,1.91,0.69,1.695,0.286666667,1.91,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,5.5,3.333333333,8,0,0,0,0,0,0,2,10,8,7.5,3.333333333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2.833333333,2.055555556,2,0,0,0,0,0,0,0,9,9,2.833333333,2.055555556,2,10.32,32.365,22.045,16.08916667,7.692222222,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.3969298,0.264619867,0.5953947,194,225,31,214.6666667,13.77777778,225
PrCo2,1.5,67,100,0.001,AB2,Pr1 Co2,27,59,32,37.66666667,14.22222222,27,17,58,41,44.33333333,18.22222222,58,58.933195,140.90765,81.974455,86.25801333,36.43309111,58.933195,1204,1768,564,1580,250.6666667,1768,3,9,6,7,2.666666667,9,4,6,2,4.666666667,0.888888889,4,126,203,77,151.6666667,34.22222222,126,1.13,1.88,0.75,1.63,0.333333333,1.88,2,2,0,2,0,2,0,0,0,0,0,0,0,7,7,4.666666667,3.111111111,7,0,3,3,1,1.333333333,0,5,9,4,7.666666667,1.777777778,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1.333333333,3,0,11,11,3.666666667,4.888888889,0,3,11,8,5.666666667,3.555555556,3,10.245,35.675,25.43,18.72166667,11.30222222,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.032314133,0.688209422,1.5484712,194,194,0,194,0,194
Ti.98Zr.02Mn1.5V.43Fe.09Cr.05,1.9,27.4,20,9,AB2,Ti0.98 Zr0.02 Mn1.5 V0.43 Fe0.09 Cr0.05,22,40,18,23.87296417,1.440312364,25,43,55,12,48.27361564,4.059459517,52,47.867,91.224,43.357,52.33612622,3.255006048,54.938045,1519,2183,664,1770.006515,245.2832391,1519,4,8,4,5.755700326,1.355473268,7,4,5,1,4.006514658,0.012944434,4,132,175,43,147.6938111,9.698925188,139,1.33,1.83,0.5,1.566579805,0.036253753,1.55,1,2,1,1.983713355,0.03204278,2,0,0,0,0,0,0,2,6,4,3.771986971,1.370645842,5,0,0,0,0,0,0,4,8,4,5.755700326,1.355473268,7,0,1,1,0.016286645,0.03204278,0,0,0,0,0,0,0,4,8,4,6.228013029,1.370645842,5,0,0,0,0,0,0,4,8,4,6.244299674,1.355473268,5,10.48758621,23.195,12.70741379,12.9221431,2.563996984,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.062034826,0.120114995,0.000310121,194,229,35,211.7361564,11.55449925,217
Ti.98Zr.02V.43Fe.09Cr.05Mn1.5,1.6,23.3,20,20,AB2,Ti0.98 Zr0.02 V0.43 Fe0.09 Cr0.05 Mn1.5,22,40,18,23.87296417,1.440312364,25,43,55,12,48.27361564,4.059459517,52,47.867,91.224,43.357,52.33612622,3.255006048,54.938045,1519,2183,664,1770.006515,245.2832391,1519,4,8,4,5.755700326,1.355473268,7,4,5,1,4.006514658,0.012944434,4,132,175,43,147.6938111,9.698925188,139,1.33,1.83,0.5,1.566579805,0.036253753,1.55,1,2,1,1.983713355,0.03204278,2,0,0,0,0,0,0,2,6,4,3.771986971,1.370645842,5,0,0,0,0,0,0,4,8,4,5.755700326,1.355473268,7,0,1,1,0.016286645,0.03204278,0,0,0,0,0,0,0,4,8,4,6.228013029,1.370645842,5,0,0,0,0,0,0,4,8,4,6.244299674,1.355473268,5,10.48758621,23.195,12.70741379,12.9221431,2.563996984,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.062034826,0.120114995,0.000310121,194,229,35,211.7361564,11.55449925,217
Ti.9Zr.15Mn1.6Cr.2V.2,2.1,15.4,25,7,AB2,Ti0.9 Zr0.15 Mn1.6 Cr0.2 V0.2,22,40,18,24.6557377,1.870464929,25,43,52,9,48.36065574,3.902176834,52,47.867,91.224,43.357,54.18107934,4.437759441,54.938045,1519,2183,664,1760.360656,253.2308519,1519,4,7,3,5.770491803,1.320075249,7,4,5,1,4.049180328,0.093523246,4,139,175,36,147.8852459,10.48750336,139,1.33,1.66,0.33,1.548688525,0.026638001,1.55,1,2,1,1.93442623,0.122547702,2,0,0,0,0,0,0,2,5,3,3.836065574,1.373824241,5,0,0,0,0,0,0,4,7,3,5.770491803,1.320075249,7,0,1,1,0.06557377,0.122547702,0,0,0,0,0,0,0,5,8,3,6.163934426,1.373824241,5,0,0,0,0,0,0,5,8,3,6.229508197,1.320075249,5,10.48758621,23.195,12.70741379,13.15422555,3.074303719,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000169335,0.000147709,0.000310121,194,229,35,210.6557377,11.46788498,217
Ti.9Zr.2Mn1.4Cr.4(VFe).2,2.1,25.5,25,3,AB2,Ti0.9 Zr0.2 Mn1.4 Cr0.4 V0.2 Fe0.2,22,40,18,24.90909091,2.038567493,25,43,55,12,48.51515152,3.860422406,52,47.867,91.224,43.357,54.6648797,4.806230028,54.938045,1519,2183,664,1809.060606,246.1120294,1519,4,8,4,5.818181818,1.311294766,7,4,5,1,4.060606061,0.113865932,4,132,175,43,147.3333333,10.94949495,139,1.33,1.83,0.5,1.569090909,0.061046832,1.55,1,2,1,1.878787879,0.213039486,2,0,0,0,0,0,0,2,6,4,3.939393939,1.406795225,5,0,0,0,0,0,0,4,8,4,5.818181818,1.311294766,7,0,1,1,0.121212121,0.213039486,0,0,0,0,0,0,0,4,8,4,6.060606061,1.406795225,5,0,0,0,0,0,0,4,8,4,6.181818182,1.311294766,5,10.48758621,23.195,12.70741379,13.20200627,3.113814002,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.128056669,0.240315895,0.000310121,194,229,35,212.2424242,12.16161616,217
Ti.9Zr.2Mn1.4Cr.4V.2,2.1,26.7,25,1.9,AB2,Ti0.9 Zr0.2 Mn1.4 Cr0.4 V0.2,22,40,18,24.83870968,2.101977107,25,43,52,9,48.09677419,3.758584807,52,47.867,91.224,43.357,54.5887429,5.042628616,54.938045,1519,2183,664,1808.935484,261.8772112,1519,4,7,3,5.677419355,1.277835588,7,4,5,1,4.064516129,0.120707596,4,139,175,36,148.3225806,10.82622268,139,1.33,1.66,0.33,1.552258065,0.037835588,1.55,1,2,1,1.870967742,0.224765869,2,0,0,0,0,0,0,2,5,3,3.806451613,1.386056191,5,0,0,0,0,0,0,4,7,3,5.677419355,1.277835588,7,0,1,1,0.129032258,0.224765869,0,0,0,0,0,0,0,5,8,3,6.193548387,1.386056191,5,0,0,0,0,0,0,5,8,3,6.322580645,1.277835588,5,10.48758621,23.195,12.70741379,13.36149055,3.201522839,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000146596,0.000147699,0.000310121,194,229,35,211.1612903,12.17898023,217
Ti.9Zr.2Mn1.6Cr.2(VFe).2,2.1,30,25,7,AB2,Ti0.9 Zr0.2 Mn1.6 Cr0.2 V0.2 Fe0.2,22,40,18,24.96969697,1.976124885,25,43,55,12,48.6969697,4.003673095,52,47.867,91.224,43.357,54.84317939,4.623220129,54.938045,1519,2183,664,1769,242.4242424,1519,4,8,4,5.878787879,1.359044995,7,4,5,1,4.060606061,0.113865932,4,132,175,43,147.3333333,10.94949495,139,1.33,1.83,0.5,1.562424242,0.052451791,1.55,1,2,1,1.939393939,0.113865932,2,0,0,0,0,0,0,2,6,4,3.939393939,1.406795225,5,0,0,0,0,0,0,4,8,4,5.878787879,1.359044995,7,0,1,1,0.060606061,0.113865932,0,0,0,0,0,0,0,4,8,4,6.060606061,1.406795225,5,0,0,0,0,0,0,4,8,4,6.121212121,1.359044995,5,10.48758621,23.195,12.70741379,13.15943574,3.142194357,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.128075465,0.240313616,0.000310121,194,229,35,211.5151515,11.67676768,217
Ti.9Zr.2Mn1.6Ni.2(VFe).2,2,23.2,25,3.6,AB2,Ti0.9 Zr0.2 Mn1.6 Ni0.2 V0.2 Fe0.2,22,40,18,25.21212121,2.225895317,25,43,61,18,49.42424242,4.576675849,52,47.867,91.224,43.357,55.24907636,4.850323747,54.938045,1519,2183,664,1741.606061,217.5096419,1519,4,10,6,6.121212121,1.550045914,7,4,5,1,4.060606061,0.113865932,4,124,175,51,146.4242424,11.66574839,139,1.33,1.91,0.58,1.577575758,0.077245179,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,8,6,4.121212121,1.550045914,5,0,0,0,0,0,0,4,10,6,6.121212121,1.550045914,7,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,5.878787879,1.550045914,5,0,0,0,0,0,0,2,8,6,5.878787879,1.550045914,5,10.32,23.195,12.875,13.10670846,3.177345873,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.164159992,0.288210608,0.000310121,194,229,35,211.2727273,11.51515152,217
Ti.9Zr.2Mn1.6Ni.2V.2,2.1,31.7,25,2.7,AB2,Ti0.9 Zr0.2 Mn1.6 Ni0.2 V0.2,22,40,18,25.16129032,2.280957336,25,43,61,18,49.06451613,4.570239334,52,47.867,91.224,43.357,55.21062968,5.096276212,54.938045,1519,2183,664,1737.129032,226.3433923,1519,4,10,6,6,1.548387097,7,4,5,1,4.064516129,0.120707596,4,124,175,51,147.3548387,11.63787721,139,1.33,1.91,0.58,1.561290323,0.053860562,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,8,6,4,1.548387097,5,0,0,0,0,0,0,4,10,6,6,1.548387097,7,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,6,1.548387097,5,0,0,0,0,0,0,2,8,6,6,1.548387097,5,10.32,23.195,12.875,13.26004449,3.273516811,10.48758621,0,0,0,0,0,0,0,0.5953947,0.5953947,0.038579166,0.071847166,0.000310121,194,229,35,210.1290323,11.44640999,217
Ti.9Zr.2Mn1.8(VFe).2,2,29.1,25,3,AB2,Ti0.9 Zr0.2 Mn1.8 V0.2 Fe0.2,22,40,18,25.03030303,1.93204775,25,43,55,12,48.87878788,4.146923783,52,47.867,91.224,43.357,55.02147909,4.488005069,54.938045,1519,2183,664,1728.939394,229.0247934,1519,4,8,4,5.939393939,1.406795225,7,4,5,1,4.060606061,0.113865932,4,132,175,43,147.3333333,10.94949495,139,1.33,1.83,0.5,1.555757576,0.042240588,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,3.939393939,1.406795225,5,0,0,0,0,0,0,4,8,4,5.939393939,1.406795225,7,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,6.060606061,1.406795225,5,0,0,0,0,0,0,4,8,4,6.060606061,1.406795225,5,10.48758621,23.195,12.70741379,13.1168652,3.170574713,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.12809426,0.240311338,0.000310121,194,229,35,210.7878788,11.19191919,217
