comp,H2_wtpercent,Enthalpy,Temp_C,P_atm,Phase,composition,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber
Zr.7Ti.3Mn2Fe.8,0.8,14,25,2.6,AB2,Zr0.7 Ti0.3 Mn2 Fe0.8,22,40,18,27.73684211,4.51800554,25,43,55,12,50.44736842,3.551246537,52,47.867,91.224,43.357,61.25499737,11.0412115,54.938045,1519,2128,609,1725.973684,217.867036,1519,4,8,4,6.421052632,1.274238227,7,4,5,1,4.184210526,0.300554017,4,132,175,43,145.8157895,12.99168975,139,1.33,1.83,0.5,1.567631579,0.110470914,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,4.421052632,1.274238227,5,0,0,0,0,0,0,4,8,4,6.421052632,1.274238227,7,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,5.578947368,1.274238227,5,0,0,0,0,0,0,4,8,4,5.578947368,1.274238227,5,10.48758621,23.195,12.70741379,13.36912432,4.144408253,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.444515064,0.701535889,0.000310121,194,229,35,213.4736842,10.24930748,217
Zr.7Ti.3MnFe,1.7,10,23,2,AB2,Zr0.7 Ti0.3 Mn1 Fe1,22,40,18,28.53333333,5.351111111,25,43,55,12,50.23333333,4.355555556,52,47.867,91.224,43.357,62.99998167,13.17120856,54.938045,1519,2128,609,1800.633333,187.7555556,1519,4,8,4,6.333333333,1.555555556,7,4,5,1,4.233333333,0.357777778,4,132,175,43,147.1666667,15.55555556,132,1.33,1.83,0.5,1.591,0.159333333,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,4.333333333,1.555555556,5,0,0,0,0,0,0,4,8,4,6.333333333,1.555555556,7,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,5.666666667,1.555555556,4,0,0,0,0,0,0,4,8,4,5.666666667,1.555555556,4,10.48758621,23.195,12.70741379,14.1536954,4.726536398,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.703659894,0.938001938,0.000310121,194,229,35,213.3333333,12.88888889,217
Zr.8Ti.2Cr.6Fe1.4,1.6,27,23,3,AB2,Zr0.8 Ti0.2 Cr0.6 Fe1.4,22,40,18,29.06666667,5.831111111,26,43,55,12,50.06666667,4.604444444,55,47.867,91.224,43.357,63.97775333,14.53133156,55.845,1811,2180,369,1978,160.8,1811,4,8,4,6.266666667,1.617777778,8,4,5,1,4.266666667,0.391111111,4,132,175,43,146.7333333,16.84444444,132,1.33,1.83,0.5,1.643333333,0.180888889,1.83,1,2,1,1.8,0.32,2,0,0,0,0,0,0,2,6,4,4.466666667,1.644444444,6,0,0,0,0,0,0,4,8,4,6.266666667,1.617777778,8,0,1,1,0.2,0.32,0,0,0,0,0,0,0,4,8,4,5.533333333,1.644444444,4,0,0,0,0,0,0,4,8,4,5.733333333,1.617777778,4,10.73,23.195,12.465,14.54333333,4.900444444,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.984977476,1.050639636,2.1106628,194,229,35,217.3333333,15.55555556,229
Zr.8Ti.2FeMn,1.4,30,30,1.6,AB2,Zr0.8 Ti0.2 Fe1 Mn1,22,40,18,29.13333333,5.795555556,25,43,55,12,50.26666667,4.311111111,52,47.867,91.224,43.357,64.445215,14.28201867,54.938045,1519,2128,609,1806.866667,191.9111111,1519,4,8,4,6.333333333,1.555555556,7,4,5,1,4.266666667,0.391111111,4,132,175,43,147.6666667,16.22222222,132,1.33,1.83,0.5,1.584,0.164,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,4.333333333,1.555555556,5,0,0,0,0,0,0,4,8,4,6.333333333,1.555555556,7,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,5.666666667,1.555555556,4,0,0,0,0,0,0,4,8,4,5.666666667,1.555555556,4,10.48758621,23.195,12.70741379,14.37052874,5.01564751,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.703659142,0.938002438,0.000310121,194,229,35,213.3333333,12.88888889,217
Zr.8Ti.2MnFe,1.7,11,23,1,AB2,Zr0.8 Ti0.2 Mn1 Fe1,22,40,18,29.13333333,5.795555556,25,43,55,12,50.26666667,4.311111111,52,47.867,91.224,43.357,64.445215,14.28201867,54.938045,1519,2128,609,1806.866667,191.9111111,1519,4,8,4,6.333333333,1.555555556,7,4,5,1,4.266666667,0.391111111,4,132,175,43,147.6666667,16.22222222,132,1.33,1.83,0.5,1.584,0.164,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,4.333333333,1.555555556,5,0,0,0,0,0,0,4,8,4,6.333333333,1.555555556,7,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,5.666666667,1.555555556,4,0,0,0,0,0,0,4,8,4,5.666666667,1.555555556,4,10.48758621,23.195,12.70741379,14.37052874,5.01564751,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.703659142,0.938002438,0.000310121,194,229,35,213.3333333,12.88888889,217
Zr.9Ti.1Cr.55Fe1.45,1.6,1.03,10,2,AB2,Zr0.9 Ti0.1 Cr0.55 Fe1.45,22,40,18,29.7,6.18,26,43,55,12,50.2,4.64,55,47.867,91.224,43.357,65.487135,15.442119,55.845,1811,2180,369,1978.083333,163.9861111,1811,4,8,4,6.3,1.643333333,8,4,5,1,4.3,0.42,4,132,175,43,147.1166667,17.58888889,132,1.33,1.83,0.5,1.639166667,0.192111111,1.83,1,2,1,1.816666667,0.299444444,2,0,0,0,0,0,0,2,6,4,4.483333333,1.655555556,6,0,0,0,0,0,0,4,8,4,6.3,1.643333333,8,0,1,1,0.183333333,0.299444444,0,0,0,0,0,0,0,4,8,4,5.516666667,1.655555556,4,0,0,0,0,0,0,4,8,4,5.7,1.643333333,4,10.73,23.195,12.465,14.7525,5.194666667,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,1.020154438,1.054158083,2.1106628,194,229,35,217.3333333,15.55555556,229
ZrCo1.5V.5,1.5,34.3,50,1.5,AB2,Zr1 Co1.5 V0.5,23,40,17,30.66666667,6.222222222,27,44,58,14,51.33333333,6.666666667,58,50.9415,91.224,40.2825,68.3648475,15.239435,58.933195,1768,2183,415,1957.166667,189.1666667,1768,4,9,5,6.666666667,2.333333333,9,4,5,1,4.333333333,0.444444444,4,126,175,49,146.8333333,20.83333333,126,1.33,1.88,0.55,1.655,0.225,1.88,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,4.666666667,2.333333333,7,0,0,0,0,0,0,4,9,5,6.666666667,2.333333333,9,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5.333333333,2.333333333,3,0,0,0,0,0,0,3,8,5,5.333333333,2.333333333,3,10.245,23.195,12.95,15.0225,5.448333333,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,0.7742356,0.7742356,1.5484712,194,229,35,199.8333333,9.722222222,194
ZrCoCr,1.6,40.2,50,0.7,AB2,Zr1 Co1 Cr1,24,40,16,30.33333333,6.444444444,24,44,58,14,50.33333333,5.111111111,44,51.9961,91.224,39.2279,67.38443167,15.89304556,51.9961,1768,2180,412,2025.333333,171.5555556,1768,4,9,5,6.333333333,1.777777778,4,4,5,1,4.333333333,0.444444444,4,126,175,49,146.6666667,18.88888889,126,1.33,1.88,0.55,1.623333333,0.195555556,1.33,1,2,1,1.666666667,0.444444444,1,0,0,0,0,0,0,2,7,5,4.666666667,1.777777778,2,0,0,0,0,0,0,4,9,5,6.333333333,1.777777778,4,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,3,8,5,5.333333333,1.777777778,3,0,0,0,0,0,0,3,8,5,5.666666667,1.777777778,3,10.245,23.195,12.95,14.87666667,5.545555556,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,0.516157067,0.688209422,0,194,229,35,205.6666667,15.55555556,194
ZrCoV,1.8,49.4,50,0.0023,AB2,Zr1 Co1 V1,23,40,17,30,6.666666667,23,44,58,14,49.33333333,5.777777778,44,50.9415,91.224,40.2825,67.03289833,16.12740111,50.9415,1768,2183,415,2026.333333,172.2222222,1768,4,9,5,6,2,4,4,5,1,4.333333333,0.444444444,4,126,175,49,151.3333333,16.88888889,126,1.33,1.88,0.55,1.613333333,0.188888889,1.33,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,4,2,2,0,0,0,0,0,0,4,9,5,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,6,2,3,0,0,0,0,0,0,3,8,5,6,2,3,10.245,23.195,12.95,15.48333333,5.141111111,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,0.516157067,0.688209422,0,194,229,35,205.6666667,15.55555556,194
ZrCr.6Fe1.4,1.5,27,23,0.8,AB2,Zr1 Cr0.6 Fe1.4,24,40,16,30.26666667,6.488888889,26,44,55,11,50.13333333,4.542222222,55,51.9961,91.224,39.2279,66.86822,16.23718667,55.845,1811,2180,369,1990.466667,167.5022222,1811,4,8,4,6.266666667,1.617777778,8,4,5,1,4.333333333,0.444444444,4,132,175,43,147.7333333,18.17777778,132,1.33,1.83,0.5,1.629333333,0.199555556,1.83,1,2,1,1.8,0.32,2,0,0,0,0,0,0,2,6,4,4.466666667,1.644444444,6,0,0,0,0,0,0,4,8,4,6.266666667,1.617777778,8,0,1,1,0.2,0.32,0,0,0,0,0,0,0,4,8,4,5.533333333,1.644444444,4,0,0,0,0,0,0,4,8,4,5.733333333,1.617777778,4,10.73,23.195,12.465,14.977,5.478666667,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.984975973,1.050641038,2.1106628,194,229,35,217.3333333,15.55555556,229
ZrCr1.2Fe.8,1.4,50.2,70,0.75,AB2,Zr1 Cr1.2 Fe0.8,24,40,16,29.86666667,6.755555556,24,44,55,11,48.93333333,3.288888889,49,51.9961,91.224,39.2279,66.09844,16.75037333,51.9961,1811,2180,369,2064.266667,135.0755556,2180,4,8,4,5.866666667,1.244444444,6,4,5,1,4.333333333,0.444444444,4,132,175,43,149.1333333,17.24444444,139,1.33,1.83,0.5,1.595333333,0.176888889,1.66,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,6,4,4.266666667,1.511111111,5,0,0,0,0,0,0,4,8,4,5.866666667,1.244444444,6,0,1,1,0.4,0.48,1,0,0,0,0,0,0,4,8,4,5.733333333,1.511111111,5,0,0,0,0,0,0,4,8,4,6.133333333,1.244444444,6,10.73,23.195,12.465,15.069,5.417333333,11.19,0,0,0,0,0,0,0,2.1106628,2.1106628,0.562843413,0.825503673,0,194,229,35,217.3333333,15.55555556,229
ZrCr1.2Ni.8,2,56.4,70,0.25,AB2,Zr1 Cr1.2 Ni0.8,24,40,16,30.4,6.4,24,44,61,17,50.53333333,5.582222222,49,51.9961,91.224,39.2279,66.85801333,16.24399111,51.9961,1728,2180,452,2042.133333,167.5377778,2180,4,10,6,6.4,1.92,6,4,5,1,4.333333333,0.444444444,4,124,175,51,147,18.66666667,139,1.33,1.91,0.58,1.616666667,0.191111111,1.66,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,8,6,4.8,1.866666667,5,0,0,0,0,0,0,4,10,6,6.4,1.92,6,0,1,1,0.4,0.48,1,0,0,0,0,0,0,2,8,6,5.2,1.866666667,5,0,0,0,0,0,0,2,8,6,5.6,1.92,6,10.32,23.195,12.875,14.95966667,5.490222222,11.19,0,0,0,0,0,0,0,0.5953947,0.5953947,0.15877192,0.232865483,0,194,229,35,216.2666667,14.84444444,229
ZrCr2,1000,36,0,1000,AB2,Zr1 Cr2,24,40,16,29.33333333,7.111111111,24,44,49,5,47.33333333,2.222222222,49,51.9961,91.224,39.2279,65.07206667,17.43462222,51.9961,2128,2180,52,2162.666667,23.11111111,2180,4,6,2,5.333333333,0.888888889,6,4,5,1,4.333333333,0.444444444,4,139,175,36,151,16,139,1.33,1.66,0.33,1.55,0.146666667,1.66,1,2,1,1.333333333,0.444444444,1,0,0,0,0,0,0,2,5,3,4,1.333333333,5,0,0,0,0,0,0,4,6,2,5.333333333,0.888888889,6,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,5,8,3,6,1.333333333,5,0,0,0,0,0,0,6,8,2,6.666666667,0.888888889,6,11.19,23.195,12.005,15.19166667,5.335555556,11.19,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,217.3333333,15.55555556,229
ZrCr2,1.8,42,27,0.003,AB2,Zr1 Cr2,24,40,16,29.33333333,7.111111111,24,44,49,5,47.33333333,2.222222222,49,51.9961,91.224,39.2279,65.07206667,17.43462222,51.9961,2128,2180,52,2162.666667,23.11111111,2180,4,6,2,5.333333333,0.888888889,6,4,5,1,4.333333333,0.444444444,4,139,175,36,151,16,139,1.33,1.66,0.33,1.55,0.146666667,1.66,1,2,1,1.333333333,0.444444444,1,0,0,0,0,0,0,2,5,3,4,1.333333333,5,0,0,0,0,0,0,4,6,2,5.333333333,0.888888889,6,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,5,8,3,6,1.333333333,5,0,0,0,0,0,0,6,8,2,6.666666667,0.888888889,6,11.19,23.195,12.005,15.19166667,5.335555556,11.19,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,217.3333333,15.55555556,229
ZrCr2Co.8,1,45.3,100,2,AB2,Zr1 Cr2 Co0.8,24,40,16,28.84210526,5.872576177,24,44,58,14,49.57894737,3.545706371,49,51.9961,91.224,39.2279,63.77967263,14.44438283,51.9961,1768,2180,412,2079.578947,131.1911357,2180,4,9,5,6.105263158,1.218836565,6,4,5,1,4.263157895,0.387811634,4,126,175,49,145.7368421,15.40166205,139,1.33,1.88,0.55,1.619473684,0.152354571,1.66,1,2,1,1.473684211,0.498614958,1,0,0,0,0,0,0,2,7,5,4.631578947,1.385041551,5,0,0,0,0,0,0,4,9,5,6.105263158,1.218836565,6,0,1,1,0.526315789,0.498614958,1,0,0,0,0,0,0,3,8,5,5.368421053,1.385041551,5,0,0,0,0,0,0,3,8,5,5.894736842,1.218836565,6,10.245,23.195,12.95,14.15026316,4.760387812,11.19,0,0,0,0,0,0,0,1.5484712,1.5484712,0.325993937,0.514727269,0,194,229,35,212.4210526,17.45152355,229
ZrMo2,1,22,-78,0.4,AB2,Zr1 Mo2,40,42,2,41.33333333,0.888888889,42,44,50,6,48,2.666666667,50,91.224,95.96,4.736,94.38133333,2.104888889,95.96,2128,2896,768,2640,341.3333333,2896,4,6,2,5.333333333,0.888888889,6,5,5,0,5,0,5,154,175,21,161,9.333333333,154,1.33,2.16,0.83,1.883333333,0.368888889,2.16,1,2,1,1.333333333,0.444444444,1,0,0,0,0,0,0,2,5,3,4,1.333333333,5,0,0,0,0,0,0,4,6,2,5.333333333,0.888888889,6,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,5,8,3,6,1.333333333,5,0,0,0,0,0,0,6,8,2,6.666666667,0.888888889,6,15.69,23.195,7.505,18.19166667,3.335555556,15.69,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,217.3333333,15.55555556,229
ZrMoCr,1.3,27.6,25,0.2,AB2,Zr1 Mo1 Cr1,24,42,18,35.33333333,7.555555556,24,44,50,6,47.66666667,2.444444444,44,51.9961,95.96,43.9639,79.7267,18.48706667,51.9961,2128,2896,768,2401.333333,329.7777778,2128,4,6,2,5.333333333,0.888888889,4,4,5,1,4.666666667,0.444444444,4,139,175,36,156,12.66666667,139,1.33,2.16,0.83,1.716666667,0.295555556,1.33,1,2,1,1.333333333,0.444444444,1,0,0,0,0,0,0,2,5,3,4,1.333333333,2,0,0,0,0,0,0,4,6,2,5.333333333,0.888888889,4,0,1,1,0.666666667,0.444444444,0,0,0,0,0,0,0,5,8,3,6,1.333333333,5,0,0,0,0,0,0,6,8,2,6.666666667,0.888888889,6,11.19,23.195,12.005,16.69166667,4.335555556,11.19,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,217.3333333,15.55555556,194
ZrV2,2.4,155,0,1000,AB2,Zr1 V2,23,40,17,28.66666667,7.555555556,23,44,46,2,45.33333333,0.888888889,46,50.9415,91.224,40.2825,64.369,17.90333333,50.9415,2128,2183,55,2164.666667,24.44444444,2183,4,5,1,4.666666667,0.444444444,5,4,5,1,4.333333333,0.444444444,4,153,175,22,160.3333333,9.777777778,153,1.33,1.63,0.3,1.53,0.133333333,1.63,2,2,0,2,0,2,0,0,0,0,0,0,2,3,1,2.666666667,0.444444444,3,0,0,0,0,0,0,4,5,1,4.666666667,0.444444444,5,0,0,0,0,0,0,0,0,0,0,0,0,7,8,1,7.333333333,0.444444444,7,0,0,0,0,0,0,7,8,1,7.333333333,0.444444444,7,13.01,23.195,10.185,16.405,4.526666667,13.01,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,217.3333333,15.55555556,229
CaNi4B,1.2,55.7,27,0.01,AB5,Ca1 Ni4 B1,5,28,23,22.83333333,6.888888889,28,7,72,65,53.83333333,15.61111111,61,10.811,58.6934,47.8824,47.61043333,14.77728889,58.6934,1115,2348,1233,1729.166667,206.2777778,1728,2,13,11,9.166666667,2.388888889,10,2,4,2,3.666666667,0.555555556,4,84,176,92,126,16.66666667,124,1,2.04,1.04,1.78,0.26,1.91,2,2,0,2,0,2,0,1,1,0.166666667,0.277777778,0,0,8,8,5.333333333,3.555555556,8,0,0,0,0,0,0,2,10,8,7.5,3.333333333,10,0,0,0,0,0,0,0,5,5,0.833333333,1.388888889,0,0,2,2,1.333333333,0.888888889,2,0,0,0,0,0,0,0,5,5,2.166666667,0.944444444,2,7.1725,37.77,30.5975,14.37041667,7.799861111,10.32,0,1.524,1.524,0.254,0.423333333,0,0,0.5953947,0.5953947,0.3969298,0.264619867,0.5953947,166,225,59,215.1666667,16.38888889,225
CaNi5,1000,42,22,0.08,AB5,Ca1 Ni5,20,28,8,26.66666667,2.222222222,28,7,61,54,52,15,61,40.078,58.6934,18.6154,55.59083333,5.170944444,58.6934,1115,1728,613,1625.833333,170.2777778,1728,2,10,8,8.666666667,2.222222222,10,4,4,0,4,0,4,124,176,52,132.6666667,14.44444444,124,1,1.91,0.91,1.758333333,0.252777778,1.91,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,6.666666667,2.222222222,8,0,0,0,0,0,0,2,10,8,8.666666667,2.222222222,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,10.32,37.77,27.45,14.895,7.625,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.49616225,0.165387417,0.5953947,225,225,0,225,0,225
CaNi5,0.3,62,22,0.04,AB5,Ca1 Ni5,20,28,8,26.66666667,2.222222222,28,7,61,54,52,15,61,40.078,58.6934,18.6154,55.59083333,5.170944444,58.6934,1115,1728,613,1625.833333,170.2777778,1728,2,10,8,8.666666667,2.222222222,10,4,4,0,4,0,4,124,176,52,132.6666667,14.44444444,124,1,1.91,0.91,1.758333333,0.252777778,1.91,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,6.666666667,2.222222222,8,0,0,0,0,0,0,2,10,8,8.666666667,2.222222222,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,10.32,37.77,27.45,14.895,7.625,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.49616225,0.165387417,0.5953947,225,225,0,225,0,225
CaNi5,1.2,33.9,25,0.7,AB5,Ca1 Ni5,20,28,8,26.66666667,2.222222222,28,7,61,54,52,15,61,40.078,58.6934,18.6154,55.59083333,5.170944444,58.6934,1115,1728,613,1625.833333,170.2777778,1728,2,10,8,8.666666667,2.222222222,10,4,4,0,4,0,4,124,176,52,132.6666667,14.44444444,124,1,1.91,0.91,1.758333333,0.252777778,1.91,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,6.666666667,2.222222222,8,0,0,0,0,0,0,2,10,8,8.666666667,2.222222222,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,10.32,37.77,27.45,14.895,7.625,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.49616225,0.165387417,0.5953947,225,225,0,225,0,225
CaNi5,1.7,37.7,25,0.5,AB5,Ca1 Ni5,20,28,8,26.66666667,2.222222222,28,7,61,54,52,15,61,40.078,58.6934,18.6154,55.59083333,5.170944444,58.6934,1115,1728,613,1625.833333,170.2777778,1728,2,10,8,8.666666667,2.222222222,10,4,4,0,4,0,4,124,176,52,132.6666667,14.44444444,124,1,1.91,0.91,1.758333333,0.252777778,1.91,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,6.666666667,2.222222222,8,0,0,0,0,0,0,2,10,8,8.666666667,2.222222222,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,10.32,37.77,27.45,14.895,7.625,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.49616225,0.165387417,0.5953947,225,225,0,225,0,225
CaNi5,1.9,31.9,25,0.5,AB5,Ca1 Ni5,20,28,8,26.66666667,2.222222222,28,7,61,54,52,15,61,40.078,58.6934,18.6154,55.59083333,5.170944444,58.6934,1115,1728,613,1625.833333,170.2777778,1728,2,10,8,8.666666667,2.222222222,10,4,4,0,4,0,4,124,176,52,132.6666667,14.44444444,124,1,1.91,0.91,1.758333333,0.252777778,1.91,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,6.666666667,2.222222222,8,0,0,0,0,0,0,2,10,8,8.666666667,2.222222222,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,10.32,37.77,27.45,14.895,7.625,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.49616225,0.165387417,0.5953947,225,225,0,225,0,225
CaNi5,1.9,32.2,20,0.33,AB5,Ca1 Ni5,20,28,8,26.66666667,2.222222222,28,7,61,54,52,15,61,40.078,58.6934,18.6154,55.59083333,5.170944444,58.6934,1115,1728,613,1625.833333,170.2777778,1728,2,10,8,8.666666667,2.222222222,10,4,4,0,4,0,4,124,176,52,132.6666667,14.44444444,124,1,1.91,0.91,1.758333333,0.252777778,1.91,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,6.666666667,2.222222222,8,0,0,0,0,0,0,2,10,8,8.666666667,2.222222222,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,10.32,37.77,27.45,14.895,7.625,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.49616225,0.165387417,0.5953947,225,225,0,225,0,225
Ce.5La.5Ni2.5Cu2.5,1.1,22.9,23,2.2,AB5,Ce0.5 La0.5 Ni2.5 Cu2.5,28,58,30,33.33333333,8.055555556,28,13,64,51,54.41666667,13.47222222,61,58.6934,140.116,81.4226,74.1848725,21.7752875,58.6934,1071,1728,657,1474.404167,211.3298611,1357.77,3,11,8,9.25,2.083333333,10,4,6,2,4.333333333,0.555555556,4,124,207,83,140.9166667,21.52777778,124,1.1,1.91,0.81,1.7725,0.220833333,1.9,1,2,1,1.583333333,0.486111111,1,0,0,0,0,0,0,1,10,9,7.666666667,2.222222222,8,0,1,1,0.083333333,0.152777778,0,3,11,8,9.333333333,1.944444444,10,0,1,1,0.416666667,0.486111111,0,0,0,0,0,0,0,0,9,9,2.333333333,2.222222222,0,0,13,13,1.083333333,1.986111111,0,1,22,21,3.833333333,3.888888889,1,10.32,37.24,26.92,15.090625,7.326041667,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.248081125,0.289427979,0,194,225,31,219.8333333,8.611111111,225
Ce.6La.4Ni5,1.5,22.3,25,28,AB5,Ce0.6 La0.4 Ni5,28,58,30,32.93333333,8.222222222,28,13,61,48,53.2,13,61,58.6934,140.116,81.4226,72.18313133,22.48288556,58.6934,1071,1728,657,1626.633333,168.9444444,1728,3,10,7,8.833333333,1.944444444,10,4,6,2,4.333333333,0.555555556,4,124,207,83,137.5333333,22.55555556,124,1.1,1.91,0.81,1.777,0.221666667,1.91,2,2,0,2,0,2,0,0,0,0,0,0,1,8,7,6.833333333,1.944444444,8,0,1,1,0.1,0.18,0,3,10,7,8.933333333,1.777777778,10,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,3.166666667,1.944444444,2,0,13,13,1.3,2.34,0,2,22,20,4.466666667,4.111111111,2,10.32,37.24,26.92,14.78383333,7.439722222,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.49616225,0.165387417,0.5953947,194,225,31,219.8333333,8.611111111,225
